winery,wine,rating,region,price,body
181,588,4.2,53,16.95,5.0
23,255,4.2,49,52.5,4.0
349,563,4.2,53,19.53,5.0
96,586,4.2,53,30.0,5.0
44,466,4.2,43,5.5,4.158426788816932
273,608,4.2,55,35.63,4.0
92,619,4.2,55,25.5,4.0
67,60,4.2,55,19.38,4.0
272,572,4.2,55,20.9,4.0
32,589,4.2,53,18.5,5.0
273,577,4.2,55,23.0,4.0
191,548,4.2,21,38.37,4.0
191,548,4.2,21,25.5,4.0
356,455,4.2,55,35.0,4.0
322,762,4.2,15,30.0,3.0
226,81,4.2,66,18.95,4.0
307,649,4.2,69,8.95,5.0
126,269,4.2,25,25.35,4.0
303,592,4.2,53,18.5,5.0
148,608,4.2,55,36.0,4.0
148,608,4.2,55,85.8,4.0
226,81,4.2,66,19.25,4.0
352,549,4.2,15,37.5,4.0
405,611,4.2,55,19.4,4.0
215,299,4.2,46,11.2,4.158426788816932
363,614,4.2,55,29.5,4.0
45,668,4.2,71,15.95,5.0
262,51,4.2,8,18.4,3.0
23,255,4.2,49,59.95,4.0
177,177,4.2,55,15.88,4.0
292,232,4.2,65,26.95,5.0
361,173,4.2,17,25.0,2.0
23,740,4.2,49,60.0,4.0
23,740,4.2,49,55.0,4.0
272,317,4.2,55,86.95,4.0
393,493,4.2,55,20.0,4.0
270,615,4.2,55,6.99,3.0
420,562,4.2,53,29.93,5.0
126,269,4.2,25,17.84,4.0
148,608,4.2,55,34.5,4.0
86,558,4.2,15,55.0,4.0
346,158,4.2,49,21.85,4.0
361,173,4.2,17,21.8,2.0
397,434,4.2,55,20.5,4.0
392,178,4.2,53,17.25,5.0
157,661,4.2,53,35.09,5.0
376,540,4.2,53,24.9,5.0
160,574,4.2,55,20.45328781,4.0
288,168,4.2,49,24.8,4.0
134,393,4.2,66,16.767557,4.0
415,506,4.2,66,17.7,4.0
260,76,4.2,53,54.0,5.0
139,285,4.2,49,16.2,4.0
96,688,4.2,53,19.9,5.0
261,497,4.2,60,25.35,4.0
405,604,4.2,55,17.75,3.0
157,178,4.2,53,18.9,5.0
332,546,4.2,55,25.9,4.0
157,178,4.2,53,18.25,5.0
78,565,4.2,55,23.89,4.0
292,232,4.2,65,33.9,5.0
253,751,4.2,55,14.6,4.0
27,55,4.2,37,139.9,4.0
85,69,4.2,49,20.9,4.0
429,7,4.2,55,48.0,4.0
148,608,4.2,55,39.5,4.0
376,540,4.2,53,24.5,5.0
401,560,4.2,15,36.97,4.0
181,367,4.2,53,26.3,5.0
181,379,4.2,8,21.95,4.158426788816932
408,693,4.2,53,21.5,5.0
253,22,4.2,55,28.95,4.0
191,451,4.2,19,126.2,4.0
388,683,4.2,50,11.9,3.0
336,644,4.2,50,37.9,3.0
305,638,4.2,55,65.0,4.0
100,562,4.2,53,21.65,5.0
3,11,4.2,47,22.95,4.0
267,580,4.2,50,14.8,3.0
8,239,4.2,50,18.46,3.0
348,28,4.2,53,16.45,5.0
303,592,4.2,53,16.9,5.0
153,284,4.2,2,49.95,4.158426788816932
346,158,4.2,49,21.7,4.0
126,459,4.2,25,13.95,4.0
122,112,4.2,71,32.0,5.0
363,604,4.2,55,29.15,3.0
248,562,4.2,55,17.5,4.158426788816932
185,630,4.2,2,18.9,4.158426788816932
141,617,4.2,21,23.95,4.158426788816932
379,164,4.2,55,28.3,4.158426788816932
229,611,4.2,55,45.0,4.158426788816932
262,51,4.2,8,17.9,4.158426788816932
267,581,4.2,50,16.78,4.158426788816932
246,742,4.2,55,13.58,4.158426788816932
83,171,4.2,53,37.9,4.158426788816932
420,310,4.2,53,51.35,4.158426788816932
109,316,4.2,55,22.99,4.158426788816932
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.158426788816932
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.158426788816932
292,232,4.2,65,27.89,4.158426788816932
31,723,4.2,70,48.96,4.158426788816932
148,607,4.2,55,61.94,4.158426788816932
148,562,4.2,55,19.98,4.158426788816932
147,400,4.2,49,16.76,4.158426788816932
309,274,4.2,24,24.45,4.158426788816932
291,310,4.2,53,64.5,4.158426788816932
376,540,4.2,53,31.63,4.158426788816932
428,225,4.2,55,73.0,4.158426788816932
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
428,225,4.2,55,73.0,4.0
248,562,4.2,55,17.5,4.0
185,630,4.2,2,18.9,4.0
141,617,4.2,21,23.95,4.0
379,164,4.2,55,28.3,4.0
229,611,4.2,55,45.0,4.0
262,51,4.2,8,17.9,3.0
267,581,4.2,50,16.78,3.0
246,742,4.2,55,13.58,4.0
83,171,4.2,53,37.9,5.0
420,310,4.2,53,51.35,5.0
109,316,4.2,55,22.99,4.0
357,706,4.2,52,11.95,4.158426788816932
346,159,4.2,49,77.36,4.0
52,482,4.2,37,19.9,4.158426788816932
356,455,4.2,55,28.53,4.0
292,232,4.2,65,27.89,5.0
31,723,4.2,70,48.96,4.0
148,607,4.2,55,61.94,4.0
148,562,4.2,55,19.98,4.0
147,400,4.2,49,16.76,4.0
309,274,4.2,24,24.45,4.0
291,310,4.2,53,64.5,5.0
376,540,4.2,53,31.63,5.0
